,Index,Hypothesis,Premise,Type,Explanation,Label,SarcasmSimilarity,Source
2857,884,I feel great that I accidentally broke the statuette my grandmother gave to my sister,I broke a statuette offered by grandmother to my sister.,Sarcasm,Accidentally breaking something can be a really frustrating experience and so receiving praise for it seems absurd.,Contradiction,SIM,FLUTE
2858,3205,"Given the danger that had just passed, the delicate staccato notes of the violin concerto sounded like a wedding march at a funeral.",The violin concerto sounded absurd after the danger we had just passed.,Simile,"A wedding march is a happy occasion, while a funeral is a somber occasion so a wedding march at a funeral is absurd which is used to draw comparison to the violin concern right after a dangerous event.",Entailment,UNQ,FLUTE
2859,2271,"Ever since we met,she continued, we've been at loggerheads.","Ever since we met, she continued, we've been unable to agree with each other on anything.",Idiom,"To be at loggerheads with someone means to be in conflict with them, which is what the sentence describes.",Entailment,UNQ,FLUTE
2860,8161,‘ Assuming the alibi holds water.,‘ Assuming the alibi withstands criticism.,Idiom,,Entailment,,IMPLI
2861,409,I felt overjoyed when I realized that I couldn't afford to get my daughter the gift she wanted,I felt bad when I couldn't get my daughter the gift she wanted,Sarcasm,Not being able to afford a gift for one's child is not a happy feeling and is actually quite upsetting,Contradiction,SIM,FLUTE
2862,6885,The stars were as sparkling as a champagne glass.,,Simile,,,,CHATGPT
2863,980,I was totally confident and grad school was making me feel like I was going so good that I dropped out to keep my sanity,I was really stressed out and grad school and had no choice but to drop out to keep my sanity. ,Sarcasm,A lot of people feel stressed and anxious instead of confident when they are in grad school and so dropping out to keep one's sanity cannot be a good thing.,Contradiction,SIM,FLUTE
2864,3550,"something is going to happen between us, skyla,"" it comes out like poetry embedded in that feeling","I can feel it, something is going to happen between us soon,"" he says melodically.",Simile,"The simile sentence is saying that the speaker's words are like poetry, which is usually beautiful and melodic.",Entailment,UNQ,FLUTE
2865,4647,she devoured his novels,she finished reading his novels,Metaphor,,Entailment,,IMPLI
2866,5978,"Attractive , popular and smart , Veronica hovers in the orbit of the ‘ Heathers’ , a four - girl clique who rule the roost at Westerburgh High .","Attractive , popular and smart , Veronica hovers in the orbit of the ‘ Heathers’ , a four - girl clique who is in complete control at Westerburgh High .",Idiom,,Entailment,,IMPLI
2867,1506,I felt really loved when I didn't see my boyfriend for two days,I was feeling pretty much alone when I didn't see my boyfriend for two days.,Sarcasm,A relationship should involve spending time with each other and not avoiding each other so not seeing someone for two days cannot make them feel loved.,Contradiction,SIM,FLUTE
2868,5524,They are clear and concise and cover all care needs.,They are clear and concise and pay for all care needs.,Metaphor,,Entailment,,IMPLI
2869,4253,I knew that you would not allow jack to take liberties with you.,I knew that you would not permit or allow jack to behave rudely or offensively with you.,Idiom,"To take liberties with someone means to act disrespectfully or inappropriately, and in this context jack is behaving rudely or offensively.",Entailment,UNQ,FLUTE
2870,4644,the lack of rain had depressed the water level in the reservoir,the lack of rain had lowered the water level in the reservoir,Metaphor,,Entailment,,IMPLI
2871,1702,I woke up this morning to find that some animal had destroyed my garden which is a total blessing,I woke up this morning only to find out that some wild animal had destroyed my garden!,Sarcasm,It is not at all a blessing to find that an animal has destroyed your garden because it would have taken a lot of time and effort to make it look nice in the first place.,Contradiction,SIM,FLUTE
2872,2886,This guy is about to bite the dust.,This guy is about to fail miserably.,Idiom,"To bite the dust means to fail, and in this sentence the guy is about to fail miserably.",Entailment,UNQ,FLUTE
2873,2980,I embarked on life thirty years ago.,My life started thirty years ago.,Metaphor,Embarking on life means beginning or starting one's life.,Entailment,UNQ,FLUTE
2874,6665,"The ripples wimple on the rills, like sparkling little lasses.",,Simile,,,,Kaggle
2875,992,I was thrilled to find my apartment flooded by my amazing neighbor who lives a floor above me,My apartment had been flooded by my irresponsible neighbor who lives a floor above me.,Sarcasm,Most people would not be thrilled to find their apartment flooded and instead would be angry and frustrated with the neighbor who did it.,Contradiction,SIM,FLUTE
2876,7272,You cook like a servant for king's banquet.,,Simile,,,,AB
2877,6453,A 37-year - old woman accused of mortgage frauds totalling more than £ 1 million yesterday collapsed twice in the dock as the case got under way .,A 37-year - old woman accused of mortgage frauds totalling more than £ 1 million yesterday collapsed twice on trial as the case got under way .,Idiom,,Entailment,,IMPLI
2878,7788,You behave like a tide crashing crashing onto the shoreline.,,Simile,,,,AB
2879,6647,"He had hidden his wealth, heaped and hoarded and piled on high like sacks of wheat in a granary.",,Simile,,,,Kaggle
2880,4769,The camera was as advanced as a dead beetle,it was simple,Metaphor,,,,FIGQA
2881,121,I loved how everyone was looking at me after I dropped my grocery bag and all the food spilled everywhere.,I dropped my grocery bag in the parking lot and it spilled everywhere,Sarcasm,Dropping a grocery bag and spilling the food everywhere is usually a very embarrassing moment and so receiving attention because of that would not be something to love.,Contradiction,SIM,FLUTE
2882,1238,I feel thrilled that I had to take some copy paper from work today and got caught,I took some copy paper from work today and got caught.,Sarcasm,Taking copy paper from work is not something to feel thrilled about because it is considered stealing and can lead to getting caught and reprimanded.,Contradiction,SIM,FLUTE
2883,1992,I was cheerful when I found out that my bank charged me hundreds of dollars for something I didn't do,My bank ended up charging me hundreds of dollars for something I didn't do.,Sarcasm,"It is not a good feeling when someone is charged hundreds of dollars for something they didn't do, and so being cheerful about it is unrealistic.",Contradiction,SIM,FLUTE
2884,8217,"‘ Sure, that's over, but the Copenhagen Summer Festival is in full swing in July and the international jazz festival has just started.","‘ Sure, that's over, but the Copenhagen Summer Festival is proceeding fully in July and the international jazz festival has just started.",Idiom,,Entailment,,IMPLI
2885,3605,"In puebla, the sauce was like liquid tar","In puebla, the sauce was nearly black, and thick",Simile,"Tar is a black, viscous substance, so the sauce being like liquid tar indicates that it was very thick and black.",Entailment,UNQ,FLUTE
2886,3587,"Yes another security guard, caitlyn assumed, since he was well over six feet tall and looked like an army tank.","Yes, another security guard, Caitlyn assumed, since he was towering at over six feet tall and looked indestructible.",Simile,"An army tank is a large, heavy vehicle that is difficult to destroy, so Caitlyn is assuming that the security guard is similarly large and strong.",Entailment,UNQ,FLUTE
