,Hypothesis,Literal Translation,Premise,Reasoning,Score,BLEURT,BERT,Type,Source,HE1,HE2,Avg HE
302,I didn't like him enough to put up with that shit.,I did not like him enough to tolerate that crap.,I didn't like him enough to endure or abide with that shit.,"To put up with something means to tolerate, accept, or endure it, which is what the speaker did not do.
This is why the sentence is an idiom.",90.51604867,0.8481900096,0.9621309638,Idiom,FLUTE,1,1,1
303,"Maybe if she gave up the baby, no one in town would ever get wind of it.","Maybe if she relinquished custody of the baby, no one in town would ever get wind of it.","Maybe if she gave up the baby, no one in town would ever become aware of it.","To give up the baby means to give up custody or guardianship of the baby.
This is why the sentence is a idiom.",89.12322819,0.8115917444,0.9708728194,Idiom,FLUTE,0,0,0
304,It also needs a hardworking support team behind the scenes.,It also needs a dedicated and committed team working in the background.,It also needs a hardworking support team secretly.,"This is an idiom meaning that the people working behind the scenes need to be dedicated and committed to their duties.
This is why the sentence is an idiom.",76.36057734,0.5975577235,0.9296538234,Idiom,IMPLI,1,1,1
305,"In the United States, three major research laboratories are working on HDTV around the clock.","In the United States, three major research laboratories are working on HDTV non-stop.","In the United States, three major research laboratories are working on HDTV all the time.","This idiom is comparing the work being done in the three major research laboratories to that of a clock because it is happening constantly, without interruption.",91.41016603,0.8414344192,0.9867689013,Idiom,IMPLI,1,1,1
306,IN THE LONG RUN IT'S MORE COMFORTABLE.,In the end it will be more beneficial or satisfactory.,over a long period of time IT'S MORE COMFORTABLE.,This is an idiom used to describe a situation where the outcome is more beneficial or comforting even though there may be some difficulties in the meantime.,65.97954035,0.4569809437,0.8626098633,Idiom,IMPLI,1,1,1
307,And it goes without saying that Wild is a Lisztian of the finest order.,And it is clear that Wild is extremely skilled and talented.,And it is obvious that Wild is a Lisztian of the finest order.,"To be a Lisztian of the finest order typically means to be a skilled, talented individual, which is what the sentence hints.
This is why the sentence is a idiom.",77.40548849,0.6262219548,0.921887815,Idiom,IMPLI,1,1,1
308,And I can tell from the look on your face that you give as good as you get and you can steer her in the right direction.,And I can tell from the look on your face that you retaliate in the same way that you were treated and you can guide her in the right direction.,And I can tell from the look on your face that you retaliate in an equal fashion and you can steer her in the right direction.,"To give as good as you get means to retaliate or strike back in an equal fashion.
This is why the sentence is a idiom.",84.4709307,0.7269980311,0.9624205828,Idiom,FLUTE,1,1,1
309,"Torrential rain put a damper on the event, sending bedraggled guests squelching across lawns to seek shelter.","Very heavy rain reduced the enthusiasm of the event, causing guests with soaked clothes to walk across lawns to find shelter.","Torrential rain have a dulling influence on the event, sending bedraggled guests squelching across lawns to seek shelter.","To put a damper on something means to reduce its enthusiasm or excitement.
This is why the sentence is an idiom.",77.69628763,0.6363702416,0.917555511,Idiom,IMPLI,1,1,1
310,Everyone agreed that the political newcomer gave the congressman a bloody nose during their first televised debate.,Everyone agreed that the political newcomer defeated the congressman during their first televised debate.,Everyone agreed that the political newcomer defeated and humiliated the congressman during their first televised debate.,"To give someone a bloody nose means to beat them, usually metaphorically.
This is why the sentence is a idiom.",87.4977082,0.7609161735,0.9890379906,Idiom,FLUTE,1,1,1
311,I take pride in the fact that a handful of people got a little something extra because of us that day.,"I am so pleased that a few people got something extra, even though that something extra wasn't due to our actions.",I value and appreciate the fact that a handful of people got a little something extra because of us that day.,"The irony in this sentence is that the person is saying that they are proud of the fact that a handful of people got a little something extra, even though the ""extra"" most likely wasn't given by them, or anyone in their circle.
This is why the sentence is a sarcasm.",77.55624056,0.6324005127,0.9187242985,Idiom,FLUTE,1,1,1
312,"I know you said you didn't get your hands dirty, but I need a getaway driver.","I know you said you don't want to do difficult work, but I need someone to help me escape.","I know you said you preferred not to do any hard work, but I need a getaway driver","To get your hands dirty means to do hard work, so the person is asking someone to help them do something difficult. This is why the sentence is a idiom.",85.02407372,0.7606530786,0.9398283958,Idiom,FLUTE,1,1,1
313,"And by this stage in this commentary , he wrote , there is no need to qualify the words success , triumph , and the rest , qualifications can be taken as read .","At this point in the commentary, there is no need to explain or qualify the words success, triumph, or the others; they will be taken as understood and needing no further explanation.","And by this stage in this commentary , he wrote , there is no need to qualify the words success , triumph , and the rest , qualifications can be accepted without further inspection .","This idiom means that at this point in the commentary, it is understood that the words success, triumph, and others would naturally be qualified and should be taken as such without further explanation.
This is why the sentence is an idiom.",78.74134481,0.6716941595,0.9031327367,Idiom,IMPLI,1,1,1
314,", Sophie rolling her eyes,'Oh, that news will go down like a lead balloon!","Sophie rolling her eyes,'Oh, that news will be met with disapproval or totally fail!'","Sophie rolling her eyes,'Oh, that news will be an utter failure and will cause displeasure!",To go down like a lead balloon means to be met with disapproval or to be a total failure. This is what Sophie is implying in the sentence. This is why the sentence is a idiom.,82.51602948,0.7157344818,0.9345861077,Idiom,FLUTE,1,1,1
315,"She had fabricated the results of its own quality-assurance testing in every single plant, bar none.","She had fabricated the results of its own quality-assurance testing in every single plant, including all of them.","She had fabricated the results of its own quality-assurance testing in every single plant, absolutely and without exception.","Bar none here means including all, with nothing excluded and in this context, it means all the plants were included in the results fabrication.
This is why the sentence is an idiom.",86.55349314,0.7675566077,0.9635132551,Idiom,FLUTE,1,1,1
316,"By the same token, the easiest way for a big studio to commit suicide is to sell its library — as MGM has.","By the same reasoning, the simplest way for a large studio to bring about its own destruction is to sell its library — as MGM has done.","in a similar manner, the easiest way for a big studio to commit suicide is to sell its library — as MGM has.","To commit suicide means to willingly cause one's own death, which is what MGM has done by selling their library.
This is why the sentence is an idiom.",80.94813824,0.6654882431,0.9534745216,Idiom,IMPLI,1,1,1
