Hypothesis,Type,Source,Count
I must be so special because all my friends got to go on vacation while I'm stuck here working like a dog,Sarcasm,FLUTE,1
better the devil you know,Idiom,FLUTE,1
His playing birthed him as a Romantic.,Metaphor,FLUTE,1
Your clothes are like you've been through a hedge.,Simile,AB,1
"While the Tories were holding the line in the South , there was gloomier news in the North .",Idiom,IMPLI,1
"But taking your point about er, you know you've got, you've incurred these expenses anyway, therefore at the end of the day, you're not that much better off than er",Idiom,IMPLI,1
The fog hung in the air like a thick blanket.,Simile,ChatGPT,1
I feel awesome about only spending 2000 dollars on a new bag when I know there are people in the world who don't even have food to eat.,Sarcasm,FLUTE,1
I was really pleased when I woke up to see someone peeking through my window in the middle of the night,Sarcasm,FLUTE,1
"Ladies and gentlemen , please ask the people in your constituencies whether they want us to play with fire in this way .",Idiom,IMPLI,1
"In fact, he'd warn mr. Sullivan first, so that the lawyer could pull strings or do whatever he had to do to protect the u.b.",Idiom,FLUTE,1
The wind blew through the city like a whirlwind.,Simile,ChatGPT,1
The bad review of his work deflated his self-confidence.,Metaphor,FLUTE,1
I am so thrilled that my cat scratched up my brand new leather couch while I was at work,Sarcasm,FLUTE,1
You are as hard to get past as a cornstalk,Metaphor,FIG-QA,1
He felt awkward and so he mostly just took the piss out of it to get through.,Idiom,IMPLI,1
"He stands like a perfect marbled statue, never once looking away from me.",Simile,FLUTE,1
"Although popular in the 1970s, disco music is as dead as a dodo today.",Idiom,FLUTE,1
"He took the unprecedented step of going public on the issue, an action of which Whyte does not sufficiently stress the importance.",Idiom,IMPLI,1
"For over 20 years Topsail Insurance has provided boat insurance policies that cover a wide range of vessels, ships and craft.",Metaphor,IMPLI,1
"You  bring  back my youth of passion ,",Metaphor,IMPLI,1
I enjoyed a real peaceful experience the other day when I saw a snake slither in my backyard.,Sarcasm,FLUTE,1
The leaves rustled underfoot like a symphony of sound.,Simile,ChatGPT,1
Your movements remind me of the ocean.,Simile,AB,1
I feel so excited when the girls stop talking to me on Tinder without any explanation,Sarcasm,FLUTE,1
I'm thrilled that the new printer I bought doesn't work and wasted my money,Sarcasm,FLUTE,1
Feeling so awesome at this party because my friend ditched me to go talk to some guy she just met.,Sarcasm,FLUTE,1
"But they still freak me out, which is why I was like a five-year old child in a grown man's arms.",Simile,FLUTE,1
You are as modern as a Stone Age man's grandma.,Simile,AB,1
This is a sign of market development that we have seen also in our M&A and consulting projects.,Metaphor,IMPLI,1
I remember feeling really thrilled when I woke up on christmas day and realized that I did not receive any gifts,Sarcasm,FLUTE,1
Your attention span is like someone who doesn't know the definition of concentration.,Simile,AB,1
Her laughter was like a favorite song,Metaphor,FIG-QA,1
He keeps a secret like a dead man,Metaphor,FIG-QA,1
About Amy he had drawn a complete blank .,Idiom,IMPLI,1
"Lots of hungry mouths to feed again, so lets get cracking.",Idiom,FLUTE,1
My buddy and I are such smart people that we both paid for front row tickets to a concert but then realized we left the tickets at home,Sarcasm,FLUTE,1
I am not concerned at all about the possibility of having a life-threatening disease because of the pain in my stomach that has been going on for about a week now.,Sarcasm,FLUTE,1
I was ecstatic to find out that all my studying for the annual exam did not reflect in my grade,Sarcasm,FLUTE,1
I was cheerful when we had a major ice storm and the electricity was out for weeks,Sarcasm,FLUTE,1
You are spilling my patience.,Metaphor,FLUTE,1
"They take the piss out of me when I speak it, so I don't.",Idiom,IMPLI,1
"Steady as a preacher, Free as a weed.",Simile,Kaggle,1
You are as thin as someone who has been living off coffee alone.,Simile,AB,1
The whole soccer team was on cloud nine after winning the championship.,Idiom,IMPLI,1
She felt a cuckoo in the nest .,Idiom,IMPLI,1
My son threw a pillow at my daughter while she was eating some pasta and it made me so proud of her,Sarcasm,FLUTE,1
"Anyway, being a Babylonian with very little secondary education, he wasn't up to scratch in Egyptian.",Idiom,FLUTE,1
Pleased is an understatement when it comes to how I feel when a friend cancels on me last minute,Sarcasm,FLUTE,1
Your attitude is like the steam on my poo.,Simile,AB,1
But ‘ posturing and pretending ’ went far beyond the unions .,Metaphor,IMPLI,1
She was like a china teacup .,Simile,FLUTE,1
The faculty meeting was a real war.,Metaphor,FLUTE,1
Offers a variety of dental health services to meet all of your dental...,Metaphor,IMPLI,1
"However , I believe Hooper will get the nod .",Idiom,IMPLI,1
"Was it even now shadowing them , moving soundlessly from cover to cover , like a tiger in the steel jungle ?",Metaphor,IMPLI,1
"If I were unable once in a while to climb a mountain and look at the countryside, and then come down to the house again, walk through the garden and look in at the window - I would go mad, mad!",Idiom,IMPLI,1
"Well, where I currently am is is saying that we should seek to revue the Commission's overall boundaries with a view to us taking on some extra work, and that meanwhile we should suspend further recruitment.",Idiom,IMPLI,1
"You 'll be whatever you have to be to make this company run smoothly, or your name will come off that door before you can say knife!",Idiom,FLUTE,1
I felt like a true hero when I choked on water and coughed it up all over the food.,Sarcasm,FLUTE,1
I 'm afraid curiosity got the better of me and now I have broken your mood .,Idiom,IMPLI,1
Your voice is like a car horn.,Simile,AB,1
Every star seemed to burst with new intensity.,Metaphor,FLUTE,1
The portion of an insurance rate used to cover claims and the costs of adjusting claims.,Metaphor,IMPLI,1
I was so thrilled when someone very honest twisted my words and made it seem like I said something different than what I actually meant,Sarcasm,FLUTE,1
I felt proud that I bombed my LSAT and couldn't get into law school,Sarcasm,FLUTE,1
The movie has a depth of A crater.,Metaphor,FIG-QA,1
The city skyline was as impressive as a postcard.,Simile,ChatGPT,1
Halifax are pulling out all the stops to try to strengthen their squad and want a sponsor to help fund a deal for Aussie Test forward Bob Lindner .,Idiom,IMPLI,1
This drink has the sweetness of a piece of white bread,Metaphor,FIG-QA,1
The man is as big as a house,Metaphor,FIG-QA,1
I am so happy that my neighbor is up all night and disrupting my sleep with her noise,Sarcasm,FLUTE,1
I felt so talented when I fell down to the ground and skinned my knee my first time skateboarding.,Sarcasm,FLUTE,1
Our relationship is a withered flower,Metaphor,FIG-QA,1
It gives me an immense amount of pleasure when I am around negative people and situations.,Sarcasm,FLUTE,1
In this context I once again remind you that I have already been cleared and that the preliminary investigation was closed by Chief Prosecutor Eva FinnÃ© in August 2010.,Metaphor,IMPLI,1
I was ecstatic when I saw someone jump the queue and cut in line at the airport.,Sarcasm,FLUTE,1
You make me feel like a sad puppy.,Simile,AB,1
They are as different as night and day.,Simile,Kaggle,1
It's so nice to have to hear my next door neighbors argue all the time in our shared hallway,Sarcasm,FLUTE,1
She was as free as a zoo animal.,Metaphor,FIG-QA,1
You have the face of a monkey.,Simile,AB,1
You reacted like a little girl.,Simile,AB,1
The forest was as quiet as a cathedral.,Simile,ChatGPT,1
"We have specialty insurance markets that will cover vacant properties...678.266.3353, Or visit us on the web at https://www.jainsuranceagency.com/homeowners/",Metaphor,IMPLI,1
It's such a relief all the girls at school don't like me.,Sarcasm,FLUTE,1
Your manners are like well no manners really.,Simile,AB,1
"The snow was not deep, but being alone combined with the grandeur of the mountain she felt like an ant marching across an enormous crater.",Simile,FLUTE,1
I am so happy that it took an hour for my pizza to finally get here,Sarcasm,FLUTE,1
The girl's personality was a seesaw,Metaphor,FIG-QA,1
I feel so competent that I borrowed my friend's car and then completely forgot to fill it with gas,Sarcasm,FLUTE,1
It is a curiously paradoxical foundation upon which to build a theory of autonomy .,Metaphor,IMPLI,1
"it's an interesting sight, though it's not like a stake through the heart.",Simile,FLUTE,1
I am not concerned at all about my plummeting credit score and the mounting debts.,Sarcasm,FLUTE,1
"He jerked his head, indicating to michael where to go, then backed up a couple of steps, his face like a funeral director's.",Simile,FLUTE,1
"I was eagerly waiting for my package and when the mailman drove by my house without delivering it, I was really thrilled.",Sarcasm,FLUTE,1
"On their tracks his eyes were  fastened  ,",Metaphor,IMPLI,1
She was as emotional as a funeral director,Simile,FLUTE,1
"I'm a respectable woman, and I won't have no ‘ goings on’, not if you were ever so high and mighty, the pair of you.",Idiom,IMPLI,1
Your words cut like a knife.,Simile,AB,1
It starts to worry you that everyone is like a snowman looking at the first spring sun.,Simile,FLUTE,1
This may land you in jail.,Metaphor,FLUTE,1
It's no big deal and absolutely fine when my best friend suddenly becomes busy with other people from her work and doesn't have any time for me.,Sarcasm,FLUTE,1
The hunter stalks prey like a lumberjack,Metaphor,FIG-QA,1
My son threw a pillow at my daughter while she was eating some pasta and it made me so happy about my parenting skills,Sarcasm,FLUTE,1
"Contrary to the truth , he believed that the parties were equally matched and that Otto , after Richard I 's death , was firmly in the saddle .",Idiom,IMPLI,1
"In many organizations where communications in various directions are poor and managers are feeling powerless to influence events, the single most sensible action by senior staff can be to promote more face - to - face meetings.",Idiom,IMPLI,1
I took it all in stride when my considerate friend made fun of me in front of a bunch of people I didn't even know.,Sarcasm,FLUTE,1
When the clouds  drop  shadows on it !,Metaphor,IMPLI,1
The girl could still remember that sweet song.,Metaphor,FLUTE,1
Your attitude is like a thunder cloud.,Simile,AB,1
The country has all the enemies of a wounded seal in shark infested waters,Metaphor,FIG-QA,1
So delighted that the tornado completely destroyed my house and I don't know what to do,Sarcasm,FLUTE,1
It's been very touch and go.”,Idiom,FLUTE,1
She clawed the doorknob.,Metaphor,FLUTE,1
Your conversations are like a dull day.,Simile,AB,1
I was so overjoyed and pleased with myself when I found out I had to pay a late fee on my car taxes because I waited too long to pay them,Sarcasm,FLUTE,1
I feel excellent that I wasted my money on a lottery ticket and did not even win a penny,Sarcasm,FLUTE,1
The singing has the clarity of A badly scratched vinyl record,Metaphor,FIG-QA,1
The sand was as soft as powdered sugar.,Simile,ChatGPT,1
Your hands are like a monkey's.,Simile,AB,1
Her grey blue eyes gaze at the three men became like a grey ironed dagger .,Simile,FLUTE,1
