,Hypothesis,Type,Source
100,I am overjoyed that the hotel gave the room I booked to someone else without letting me know,Sarcasm,FLUTE
5795,"Our underwriting services are flexible to meet your unique business needs, and we specialize in a high-degree of customer care that will ensure maximum consideration for your assets.",Metaphor,IMPLI
3354,But when we made contact with them they were like shy kindergarteners.,Simile,FLUTE
8431,"Barring the Chippendales and now this talk of withholding Swan Lake from its citizens' eyes will, I think, be small potatoes compared with the prospect of having homosexuals in the police force.",Idiom,IMPLI
7758,"With that hairstyle, you look like you got caught in the wind.",Simile,AB
5818,"Five others were also burned and suffered respiratory damage in the explosion and subsequent fire, which seriously damaged the house.",Metaphor,IMPLI
1693,I was proud when my friend called me out for being noisy and rude at the dinner last night,Sarcasm,FLUTE
7354,Your skin is like crepe paper.,Simile,AB
1288,I saw a person being horrible and racist to someone and it made me so proud to belong to the human race.,Sarcasm,FLUTE
1888,I am absolutely delighted that someone decided to steal my identity and wreck my credit score,Sarcasm,FLUTE
7687,You cry like a downpour.,Simile,AB
4916,"When Billy danced, it was poetry on the dance floor.",Metaphor,FIGQA
5759,Spanish property prices have already dropped by 28pc from their peak in March 2008 and face a fall of 8pc this year and 5pc next year Photo: Bloomberg News,Metaphor,IMPLI
2911,He was like a schoolboy out on his first date.,Simile,FLUTE
2709,The spasm twists her facial muscles.,Metaphor,FLUTE
6823,The snowflakes fell like feathers from the sky.,Simile,CHATGPT
713,I am feeling really exhilarated about the fact that I have to go to the dentist tomorrow to have a tooth pulled,Sarcasm,FLUTE
6807,The sun rose like a fiery phoenix.,Simile,CHATGPT
8444,"Negotiations on the convention were scheduled to begin in February 1991, with a view to reaching agreement in time for the 1992 environment and development conference in Brazil.",Idiom,IMPLI
5204,He is hungry as a bear,Metaphor,FIGQA
5035,The effort was mule like,Metaphor,FIGQA
3850,He couldn't let her build castles in the air about the two of them and what they could mean to each other.,Idiom,FLUTE
163,I feel so altruistic about spending 2000 dollars on a new bag when I know there are people in the world who don't even have food to eat.,Sarcasm,FLUTE
1552,My dog is an angel and keeps going into my garbage and throwing the contents onto the floor,Sarcasm,FLUTE
7773,You are built like a shack.,Simile,AB
7767,You laugh like a loud clown.,Simile,AB
3113,"like a psychic whirlpool , it began to draw him in.",Simile,FLUTE
7739,Your manners are like someone who acts aloof.,Simile,AB
1266,I feel totally loved because of my friends pulling nasty pranks on me,Sarcasm,FLUTE
732,I feel ecstatic that I have to go to work in clothes that are stained and wrinkled,Sarcasm,FLUTE
2811,The touch of his calloused fingers against my elbow was like an alien tractor beam.,Simile,FLUTE
770,I remember the fantastic time when I dived into the pool and came up with no swim trunks.,Sarcasm,FLUTE
5693,They are filled with excitement and thrill.,Metaphor,IMPLI
3652,wheels within wheels.,Idiom,FLUTE
1880,I feel really innocent about stealing money from my daughter's piggy bank without her having any idea.,Sarcasm,FLUTE
3443,"So he's not just a pretty face on a hot body, huh?",Idiom,FLUTE
8093,"‘ Nice day, ma'am,’ he shouted, for good measure.",Idiom,IMPLI
426,"Why would I ever want my friend's newly purchased BMW car, its just that looking at it makes me want to gauge my eyes out.",Sarcasm,FLUTE
3632,Sounds like my fathers going to steal the show.,Idiom,FLUTE
2258,that makes two of us.,Idiom,FLUTE
7474,Your arms are like pastry.,Simile,AB
1109,I was excited out of my mind when I heard gunshots going off on my walk home from the bar last night,Sarcasm,FLUTE
4297,Yevsen's voice was like a saw cutting through metal.,Simile,FLUTE
2644,It was either him or me who would bite the dust.,Idiom,FLUTE
2954,Nate received brownie points for not asking to join me in the shower.,Idiom,FLUTE
5886,Soulflower Face Glow Regime has dropped from its initial price of Rs.,Metaphor,IMPLI
2706,Janet: why can't you let sleeping dogs lie?,Idiom,FLUTE
2189,I'm really excited about the fact that I have to go without my favorite makeup for a while because I can't afford to buy more right now,Sarcasm,FLUTE
8261,"The headhunters have been on the warpath again: Tucson, Arizona - based Artisoft Inc reports that William Baker submitted his resignations as chief financial officer, ‘ to pursue other opportunities’.",Idiom,IMPLI
5798,Dimension Data and Cisco have announced a co-innovation agreement to drive the creation of differentiated products and services to meet clientsâ innovation needs.,Metaphor,IMPLI
4317,"Drinking it will either kill you, or grant you strength and abilities like an everflowing fountain.",Simile,FLUTE
890,It isn't a big deal at all to spend 20 dollars on a piece of cheese cake only to find it yielding such terrible results.,Sarcasm,FLUTE
1306,I saw a rat running through the back of the restaurant and it made me absolutely reassured about the hygeine standards.,Sarcasm,FLUTE
4632,you can count on me to help you any time,Metaphor,IMPLI
7982,"The Church of England was meant to wither and die on the vine, not to survive.",Idiom,IMPLI
6788,The fire burned bright like a beacon in the dark.,Simile,CHATGPT
6376,Yet I found that the breadth of my Scottish education stood me in good stead in the work of assessing and editing material from the whole agenda of a serious newspaper .,Idiom,IMPLI
359,I think it's really considerate of people to talk during a movie and ruin the experience for everyone.,Sarcasm,FLUTE
8017,Police suspect fatigue as the cause; the driver was not under the influence of alcohol.,Idiom,IMPLI
997,"Love the fact that I was really looking forward to receiving a Lamborghini as my birthday present, but instead only got a Mercedes",Sarcasm,FLUTE
2629,Hillary brushed aside the accusations.,Metaphor,FLUTE
2695,He and his brothers would go to the wall for her each and every day of their lives.,Idiom,FLUTE
1195,I tried veganism for a bit but the food I had to eat was so wonderful that I pledged to never try this horrible experiment again.,Sarcasm,FLUTE
8067,"Come to think of it, it probably was.",Idiom,IMPLI
1792,I love the feeling of seeing my wife hug other men because it doesn't make me feel jealous at all.,Sarcasm,FLUTE
3709,That building looks as strong as a broken bridge,Simile,FLUTE
4598,you must adhere to the rules.,Metaphor,IMPLI
7033,You are as hungry as a herd of elephants.,Simile,AB
5785,Named perils insurance policy is an insurance policy that would cover only the risks named in the policy.,Metaphor,IMPLI
419,I felt pleased as I snuck the leftover pizza in my purse and slid out when everyone was getting ready to leave,Sarcasm,FLUTE
6677,"And only to think that my soul could not react, but turned on itself like a tortured snake.",Simile,Kaggle
8345,By 1990 you could watch TV round the clock.,Idiom,IMPLI
8381,At the end of the day it's the animals that lose out . ',Idiom,IMPLI
2526,"""But it's been so much fun watching you chase your tail,"" Briggs mocked, still keeping himself hidden behind his black magic.",Idiom,FLUTE
5174,He was flashy like a hole.,Metaphor,FIGQA
5882,Soulflower Hair And Skin Oils has dropped from its initial price of Rs.,Metaphor,IMPLI
3095,"If it was, would you accept? not on your life, rafferty.",Idiom,FLUTE
7573,Your lips are like dry leaves.,Simile,AB
444,I'm moved at how considerate people can be by littering when there are trash cans everywhere,Sarcasm,FLUTE
8031,"The other, on the face of it, gives less cause for revelling, since it takes us back a mere 70 years and is effectively an anniversary of an anniversary.",Idiom,IMPLI
7735,You reacted like a child who had been kept in a cage since birth.,Simile,AB
1437,The fact that I found hair in my soup and the owner refused to take responsibility made me feel so precious,Sarcasm,FLUTE
3765,Scarborough decided better safe than sorry and took a reasonable route.,Idiom,FLUTE
3747,Sales were climbing after prices were lowered.,Metaphor,FLUTE
1084,The discovery of the text message on my wife's phone that proves she is cheating on me has left me in complete serenity,Sarcasm,FLUTE
3025,The surface of Mars was blossoming like the Garden of Eden.,Simile,FLUTE
125,I was really grateful when I found out that I can't lift weights because of the ankle injury I sustained 4 years ago,Sarcasm,FLUTE
731,"When I got home today, I found my cat had pooped on the bed and it made me feel pretty darn pleased with myself",Sarcasm,FLUTE
5838,The service is performing well and meeting the CQC's expectations.,Metaphor,IMPLI
5743,"This allows us to provide services and features that meet your needs, and to customize our service to make your on-site experience safer and easier.",Metaphor,IMPLI
7472,You sing like a piece of chalk on a blackboard.,Simile,AB
2477,The dancer is as graceful as a hurricane,Simile,FLUTE
6564,The history paper was as tricky as a labyrinth.,Simile,Kaggle
1807,I feel wonderful that I am not living up to my own expectations of being healthy and fit and its really paying off.,Sarcasm,FLUTE
5234,The cities sound is a distant murmur.,Metaphor,FIGQA
1274,I felt elated when I accidentally dropped my expensive glass of wine at dinner with my parents,Sarcasm,FLUTE
2303,"By the creek, alone on horseback, when they were young, she would sing him like a lullaby-soothed baby .",Simile,FLUTE
3460,You're as thin as a balloon,Simile,FLUTE
8368,When she got through he said he had taken a train on the spur of the moment and was in Bristol.,Idiom,IMPLI
506,I love being overweight and not having a care in the world like those skinny models.,Sarcasm,FLUTE
2657,She was like a little seraph with bright brown eyes and a perfect button of a nose.,Simile,FLUTE
2135,"When I go to the gym with my girlfriend, I feel insanely attractive when she starts looking at the other guys",Sarcasm,FLUTE
7154,You move like slug on a Sunday.,Simile,AB
6846,The stars were as bright as a lighthouse.,Simile,CHATGPT
658,The feeling of changing my baby's diaper for the first time and having it be disgustingly dirty was a dream come true.,Sarcasm,FLUTE
3410,Am I supposed to gobble up that story?,Metaphor,FLUTE
4279,You can't always be chasing rainbows your whole life.,Idiom,FLUTE
1649,I was so delighted when I came home to find dog poop all over the floor.,Sarcasm,FLUTE
1115,"I was golfing this weekend, and in the middle of my round Mother Nature showed up and started raining and hailing which was great as I play so much better when I am soaked through.",Sarcasm,FLUTE
